return_id,order_id,seller_id,return_date,return_reason,refund_amount,return_status
R0001198,O0014715,S0021,2024-11-16,Damaged on arrival,45.59,Pending
R0000995,O0012229,S0017,2025-12-13,Wrong item shipped,50.14,Pending
R0000426,O0005116,S0009,2024-03-16,Item not as described,18.64,Rejected
R0003592,O0035934,S0050,2025-10-31,Size/fit issue,49.43,Completed
R0001043,O0012693,S0018,2025-06-23,Counterfeit suspected,43.84,Completed
R0003744,O0037965,S0053,2024-08-13,Damaged on arrival,33.99,Rejected
R0001854,O0020854,S0029,2024-07-18,Wrong item shipped,22.01,Rejected
R0002988,O0031244,S0044,2025-05-31,Late delivery,69.74,Completed
R0000341,O0004157,S0006,2025-11-28,Late delivery,41.89,Completed
R0001785,O0019954,S0028,2024-10-28,Changed my mind,76.38,Complete
R0000627,O0006484,S0010,2025-11-27,Changed my mind,49.41,Completed
R0003573,O0035830,S0050,2025-06-12,Quality below expectation,65.93,Completed
R0001168,O0014451,S0020,2026-01-10,Changed my mind,102.52,Completed
R0001190,O0014686,S0021,2024-10-23,Wrong item shipped,38.87,Completed
R0003433,O0035056,S0049,2025-05-23,Counterfeit suspected,86.47,Completed
R0003928,O0038928,S0054,2025-06-08,Item not as described,14.49,Complete
R0000900,O0011151,S0016,2025-06-24,Quality below expectation,78.71,Completed
R0004328,O0042278,S0059,2025-03-26,Item not as described,56.34,Completed
R0003456,O0035119,S0049,2025-06-13,Unknown,33.18,Completed
R0002257,O0025043,S0034,2025-08-14,Missing parts/accessories,34.98,Completed
R0001902,O0021511,S0030,2024-04-01,Item not as described,40.29,Completed
R0000615,O0006431,S0010,2025-11-03,Changed my mind,70.93,Completed
R0004283,O0041719,S0058,2025-09-21,Better price found elsewhere,31.99,Completed
R0003473,O0035185,S0049,2025-09-29,Quality below expectation,64.44,Completed
R0003391,O0034899,S0049,2024-11-24,Quality below expectation,25.34,Completed
R0001805,O0020350,S0028,2025-07-20,Quality below expectation,41.21,Completed
R0000006,O0000193,S0001,2024-10-15,Changed my mind,54.72,Completed
R0003553,O0035703,S0050,2025-02-27,Changed my mind,58.56,Completed
R0001380,O0016422,S0023,2024-12-17,Late delivery,44.5,Completed
R0000778,O0009076,S0014,2024-06-24,Missing parts/accessories,9.99,Completed
R0004342,O0042337,S0059,2025-06-17,Changed my mind,36.29,Completed
R0001672,O0018574,S0026,2025-06-11,Better price found elsewhere,70.91,Complete
R0002467,O0026977,S0037,2024-05-21,Size/fit issue,49.73,Completed
R0002481,O0027067,S0037,2024-07-29,Wrong item shipped,42.84,Completed
R0002716,O0028773,S0040,2024-08-27,Size/fit issue,65.23,Pending
R0002657,O0028530,S0039,2025-09-10,Changed my mind,45.49,Pending
R0002489,O0027107,S0037,2024-09-18,Wrong item shipped,38.1,Pending
R0000050,O0000958,S0002,2025-07-30,Size/fit issue,11.55,Completed
R0001763,O0019563,S0028,2024-02-25,Counterfeit suspected,28.8,Completed
R0001911,O0021551,S0030,2024-04-23,Changed my mind,58.53,Completed
R0002443,O0026493,S0036,2025-04-02,Counterfeit suspected,61.02,Complete
R0002699,O0028709,S0040,2024-05-16,Unknown,24.86,Completed
R0000429,O0005154,S0009,2024-06-04,Size/fit issue,29.14,Completed
R0001495,O0017600,S0025,2024-07-08,Quality below expectation,23.97,Completed
R0002397,O0026117,S0036,2024-07-17,Damaged on arrival,61.53,Completed
R0002116,O0024022,S0033,2025-01-02,Size/fit issue,53.17,Completed
R0001101,O0013232,S0019,2024-09-27,Late delivery,26.05,Pending
R0004336,O0042318,S0059,2025-05-20,Missing parts/accessories,39.05,Completed
R0004285,O0041721,S0058,2025-09-19,Changed my mind,17.65,Complete
R0000109,O0001466,S0003,2024-11-25,Damaged on arrival,34.05,Rejected
R0004318,O0042183,S0059,2024-11-13,Better price found elsewhere,39.4,Completed
R0002475,O0027010,S0037,2024-05-31,Size/fit issue,39.19,Completed
R0003071,O0032001,S0045,2025-03-08,Size/fit issue,56.12,Complete
R0000186,O0001948,S0003,2025-11-23,Item not as described,53.79,Complete
R0004028,O0039716,S0056,2024-05-01,Item not as described,25.39,Completed
R0002122,O0024054,S0033,2025-01-25,Counterfeit suspected,54.08,Completed
R0003115,O0032420,S0045,2025-12-31,Late delivery,51.53,Complete
R0000174,O0001800,S0003,2025-08-11,Item not as described,15.91,Completed
R0000113,O0001494,S0003,2024-12-22,Wrong item shipped,29.97,Completed
R0001294,O0015237,S0022,2024-07-01,Quality below expectation,17.45,Rejected
R0000781,O0009097,S0014,2024-07-15,Wrong item shipped,39.37,Pending
R0000680,O0007574,S0012,2024-02-10,Quality below expectation,28.36,Complete
R0003209,O0033406,S0047,2024-01-16,Quality below expectation,18.56,Completed
R0004218,O0041387,S0058,2025-01-31,Missing parts/accessories,109.79,Completed
R0001377,O0016330,S0023,2024-11-02,Size/fit issue,12.63,Completed
R0002944,O0030446,S0042,2026-01-09,Changed my mind,111.01,Completed
R0000216,O0002525,S0004,2025-11-10,Item not as described,50.36,Rejected
R0003299,O0034540,S0048,2026-01-03,Counterfeit suspected,76.56,Completed
R0001182,O0014594,S0021,2024-07-12,Wrong item shipped,64.71,Completed
R0004025,O0039679,S0056,2024-03-31,Wrong item shipped,72.84,Rejected
R0001432,O0016974,S0024,2024-05-01,Unknown,59.53,Complete
R0000834,O0009973,S0015,2024-10-06,Missing parts/accessories,16.94,Completed
R0002346,O0025691,S0035,2025-06-30,Changed my mind,28.02,Completed
R0000215,O0002524,S0004,2025-10-06,Item not as described,64.22,Completed
R0001707,O0018834,S0027,2024-03-22,Damaged on arrival,81.37,Complete
R0004405,O0042577,S0060,2024-03-14,Missing parts/accessories,45.38,Rejected
R0003747,O0038043,S0053,2025-01-05,Size/fit issue,55.83,Complete
R0001078,O0013052,S0019,2024-06-18,Changed my mind,47.66,Completed
R0002139,O0024164,S0033,2025-05-03,Changed my mind,27.22,Completed
R0003705,O0037284,S0052,2024-12-06,Quality below expectation,27.14,Completed
R0002917,O0030220,S0042,2025-06-12,Quality below expectation,21.53,Completed
R0000899,O0011127,S0016,2025-07-01,Late delivery,65.99,Completed
R0003020,O0031577,S0045,2024-04-07,Damaged on arrival,24.4,Complete
R0001554,O0017909,S0025,2025-04-18,Missing parts/accessories,36.82,Completed
R0002340,O0025631,S0035,2025-05-04,Better price found elsewhere,45.14,Completed
R0004262,O0041628,S0058,2025-07-08,Wrong item shipped,21.78,Completed
R0003264,O0034191,S0048,2024-12-02,Item not as described,40.07,Pending
R0001986,O0022542,S0031,2024-11-27,Missing parts/accessories,55.73,Completed
R0000589,O0006250,S0010,2025-06-14,Unknown,38.41,Pending
R0003129,O0032524,S0046,2024-02-17,Changed my mind,37.28,Completed
R0001274,O0015163,S0022,2024-04-10,Missing parts/accessories,57.16,Completed
R0000302,O0003767,S0006,2024-12-29,Size/fit issue,39.02,Completed
R0004374,O0042463,S0059,2025-10-31,Quality below expectation,32.92,Completed
R0002929,O0030286,S0042,2025-09-11,Better price found elsewhere,75.19,Completed
R0000358,O0004278,S0007,2024-06-26,Missing parts/accessories,31.85,Complete
R0003753,O0038147,S0053,2025-07-03,Late delivery,19.73,Pending
R0000223,O0002554,S0004,2025-11-18,Quality below expectation,92.98,Completed
R0002509,O0027240,S0037,2025-02-03,Damaged on arrival,47.36,Pending
R0003139,O0032568,S0046,2024-03-30,Better price found elsewhere,86.83,Complete
R0000725,O0008508,S0013,2024-03-27,Better price found elsewhere,53.45,Completed
R0004362,O0042418,S0059,2025-08-29,Missing parts/accessories,49.79,Rejected
R0001210,O0014826,S0021,2025-05-10,Unknown,22.77,Pending
R0003907,O0038849,S0054,2025-05-08,Quality below expectation,35.53,Rejected
R0002755,O0028934,S0040,2025-03-18,Damaged on arrival,44.8,Completed
R0004270,O0041654,S0058,2025-09-09,Changed my mind,37.76,Completed
R0001698,O0018755,S0027,2024-02-08,Item not as described,44.08,Completed
R0003607,O0036014,S0050,2026-01-02,Counterfeit suspected,32.45,Completed
R0000409,O0004811,S0008,2024-11-22,Counterfeit suspected,89.71,Complete
R0000291,O0003635,S0006,2024-09-28,Changed my mind,53.79,Completed
R0002770,O0029006,S0040,2025-05-28,Damaged on arrival,46.2,Complete
R0004433,O0043049,S0060,2025-10-19,Late delivery,58.75,Completed
R0002490,O0027110,S0037,2024-09-21,Better price found elsewhere,69.63,Completed
R0001120,O0013499,S0019,2025-04-18,Changed my mind,38.93,Completed
R0002692,O0028673,S0040,2024-05-01,Wrong item shipped,24.88,Complete
R0002304,O0025253,S0035,2024-04-14,Better price found elsewhere,29.25,Completed
R0003162,O0032715,S0046,2024-08-02,Quality below expectation,22.68,Rejected
R0000243,O0002790,S0005,2024-09-05,Better price found elsewhere,8.32,Completed
R0003584,O0035905,S0050,2025-09-09,Size/fit issue,71.91,Completed
R0001357,O0015934,S0022,2025-12-04,Damaged on arrival,33.94,Completed
R0003333,O0034680,S0049,2024-05-21,Item not as described,45.29,Pending
R0003786,O0038413,S0054,2024-05-21,Missing parts/accessories,27.24,Completed
R0003205,O0033385,S0046,2025-12-22,Damaged on arrival,19.46,Completed
R0000059,O0001106,S0003,2024-01-27,Item not as described,26.23,Completed
R0001229,O0014921,S0021,2025-09-12,Missing parts/accessories,70.61,Completed
R0002895,O0030083,S0042,2025-03-02,Damaged on arrival,57.91,Rejected
R0002121,O0024048,S0033,2025-01-10,Wrong item shipped,37.12,Completed
R0004246,O0041522,S0058,2025-05-24,Changed my mind,42.96,Completed
R0001630,O0018212,S0025,2025-12-25,Counterfeit suspected,20.0,Complete
R0002566,O0027891,S0038,2025-02-26,Missing parts/accessories,61.02,Complete
R0003190,O0033027,S0046,2025-03-23,Better price found elsewhere,56.71,Completed
R0002892,O0030042,S0042,2025-01-17,Changed my mind,28.87,Completed
R0004150,O0040832,S0057,2025-10-23,Counterfeit suspected,30.51,Completed
R0002248,O0025007,S0034,2025-08-12,Wrong item shipped,68.6,Complete
R0001090,O0013141,S0019,2024-08-10,Quality below expectation,40.71,Completed
R0000427,O0005123,S0009,2024-04-09,Item not as described,36.3,Pending
R0003800,O0038452,S0054,2024-06-08,Missing parts/accessories,57.62,Completed
R0003197,O0033155,S0046,2025-06-30,Item not as described,56.89,Rejected
R0001220,O0014877,S0021,2025-08-14,Item not as described,45.37,Complete
R0001022,O0012451,S0018,2024-08-19,Changed my mind,34.8,Pending
R0001481,O0017545,S0025,2024-04-24,Item not as described,62.76,Completed
R0001636,O0018254,S0026,2024-03-14,Changed my mind,39.53,Complete
R0000755,O0008937,S0014,2024-01-16,Item not as described,40.8,Completed
R0003494,O0035277,S0049,2025-12-03,Counterfeit suspected,41.13,Completed
R0002696,O0028696,S0040,2024-05-23,Late delivery,70.96,Pending
R0001561,O0017929,S0025,2025-04-21,Quality below expectation,65.35,Completed
R0000917,O0011353,S0016,2025-12-08,Wrong item shipped,22.23,Complete
R0002914,O0030200,S0042,2025-06-08,Size/fit issue,11.75,Pending
R0002519,O0027426,S0037,2025-10-16,Missing parts/accessories,55.28,Completed
R0003879,O0038720,S0054,2024-12-26,Better price found elsewhere,40.85,Completed
R0002006,O0022841,S0032,2024-01-22,Wrong item shipped,48.07,Completed
R0000321,O0003983,S0006,2025-06-17,Late delivery,40.94,Completed
R0003457,O0035126,S0049,2025-07-26,Better price found elsewhere,28.33,Rejected
R0001851,O0020840,S0029,2024-07-27,Missing parts/accessories,60.97,Pending
R0003685,O0036900,S0052,2024-02-18,Size/fit issue,36.99,Completed
R0000211,O0002479,S0004,2025-08-06,Better price found elsewhere,22.31,Completed
R0004373,O0042457,S0059,2025-09-27,Late delivery,31.06,Complete
R0002873,O0029823,S0042,2024-07-19,Size/fit issue,49.94,Completed
R0002641,O0028475,S0039,2025-05-15,Wrong item shipped,26.79,Completed
R0002126,O0024064,S0033,2025-01-30,Quality below expectation,30.74,Pending
R0000812,O0009454,S0014,2025-06-03,Wrong item shipped,27.73,Completed
R0002887,O0030017,S0042,2024-12-08,Quality below expectation,67.92,Completed
R0003567,O0035814,S0050,2025-06-09,Changed my mind,48.73,Completed
R0003198,O0033162,S0046,2025-06-19,Item not as described,50.6,Completed
R0003960,O0039066,S0054,2025-09-06,Better price found elsewhere,59.08,Complete
R0003326,O0034653,S0049,2024-05-07,Quality below expectation,29.02,Completed
R0001389,O0016693,S0023,2025-08-04,Missing parts/accessories,116.48,Completed
R0001915,O0021567,S0030,2024-06-08,Wrong item shipped,77.64,Pending
R0003279,O0034378,S0048,2025-07-18,Changed my mind,30.12,Complete
R0000841,O0010140,S0015,2025-02-07,Item not as described,20.24,Completed
R0001683,O0018608,S0026,2025-07-03,Late delivery,71.36,Completed
R0002877,O0029951,S0042,2024-10-13,Unknown,17.91,Completed
R0004035,O0039826,S0056,2024-10-22,Changed my mind,50.6,Pending
R0000596,O0006328,S0010,2025-07-03,Item not as described,92.94,Completed
R0001354,O0015926,S0022,2025-11-25,Late delivery,25.1,Rejected
R0001106,O0013258,S0019,2024-11-06,Changed my mind,73.16,Completed
R0001458,O0017381,S0024,2025-09-13,Changed my mind,35.33,Completed
R0003101,O0032285,S0045,2025-09-23,Item not as described,40.02,Rejected
R0003161,O0032706,S0046,2024-07-26,Size/fit issue,52.13,Completed
R0004168,O0040910,S0057,2026-01-11,Quality below expectation,25.29,Rejected
R0003155,O0032651,S0046,2024-05-14,Item not as described,25.47,Pending
R0003982,O0039154,S0054,2025-11-27,Damaged on arrival,56.01,Complete
R0001616,O0018170,S0025,2025-12-03,Missing parts/accessories,17.6,Pending
R0004015,O0039495,S0055,2025-06-06,Late delivery,37.79,Completed
R0002787,O0029105,S0040,2025-09-09,Counterfeit suspected,17.55,Completed
R0004110,O0040664,S0057,2025-05-27,Counterfeit suspected,36.42,Pending
R0002622,O0028399,S0039,2024-12-23,Damaged on arrival,24.17,Completed
R0000568,O0006107,S0010,2025-01-16,Quality below expectation,44.99,Completed
R0003231,O0033825,S0047,2025-09-08,Wrong item shipped,90.29,Completed
R0002161,O0024390,S0034,2024-01-18,Changed my mind,30.67,Completed
R0004419,O0042663,S0060,2024-07-07,Unknown,27.65,Completed
R0002411,O0026193,S0036,2024-09-07,Missing parts/accessories,16.82,Complete
R0001892,O0021281,S0029,2025-09-09,Changed my mind,41.47,Completed
R0002071,O0023613,S0032,2025-11-13,Counterfeit suspected,30.79,Completed
R0003562,O0035786,S0050,2025-04-16,Better price found elsewhere,34.63,Completed
R0002372,O0025887,S0035,2026-01-01,Size/fit issue,48.32,Complete
R0003066,O0031993,S0045,2025-02-28,Better price found elsewhere,7.13,Completed
R0001343,O0015869,S0022,2025-11-04,Size/fit issue,101.45,Complete
R0001402,O0016760,S0023,2025-09-10,Wrong item shipped,20.72,Completed
R0001474,O0017508,S0025,2024-04-03,Counterfeit suspected,84.94,Complete
R0000603,O0006353,S0010,2025-07-30,Missing parts/accessories,40.16,Pending
R0003631,O0036147,S0051,2024-05-25,Quality below expectation,29.79,Completed
R0001699,O0018764,S0027,2024-01-28,Late delivery,31.16,Complete
R0001040,O0012643,S0018,2025-04-11,Changed my mind,24.05,Complete
R0000651,O0007033,S0011,2025-02-12,Counterfeit suspected,30.95,Completed
R0002919,O0030231,S0042,2025-06-17,Better price found elsewhere,17.09,Completed
R0000319,O0003972,S0006,2025-06-25,Late delivery,32.31,Pending
R0001981,O0022410,S0031,2024-05-23,Better price found elsewhere,34.06,Completed
R0004163,O0040900,S0057,2025-12-28,Wrong item shipped,67.29,Completed
R0003555,O0035734,S0050,2025-04-09,Changed my mind,69.19,Rejected
R0001351,O0015918,S0022,2025-12-09,Quality below expectation,10.6,Completed
R0002520,O0027434,S0037,2025-10-31,Missing parts/accessories,30.23,Complete
R0002070,O0023609,S0032,2025-09-07,Size/fit issue,43.61,Completed
R0002878,O0029952,S0042,2024-10-16,Size/fit issue,50.1,Completed
R0003756,O0038194,S0053,2025-10-07,Better price found elsewhere,59.28,Completed
R0001212,O0014839,S0021,2025-06-04,Size/fit issue,50.28,Completed
R0003322,O0034636,S0049,2024-03-21,Size/fit issue,45.47,Completed
R0001944,O0021811,S0030,2024-12-02,Missing parts/accessories,55.0,Completed
R0002076,O0023677,S0032,2025-12-13,Damaged on arrival,50.81,Completed
R0003012,O0031534,S0045,2024-04-04,Wrong item shipped,39.44,Completed
R0001787,O0019973,S0028,2024-10-08,Better price found elsewhere,31.45,Pending
R0001824,O0020675,S0029,2024-04-09,Size/fit issue,31.78,Completed
R0003276,O0034368,S0048,2025-06-16,Changed my mind,64.07,Pending
R0000613,O0006424,S0010,2025-09-26,Damaged on arrival,78.97,Completed
R0002424,O0026291,S0036,2024-10-24,Changed my mind,66.3,Completed
R0001132,O0013898,S0020,2024-02-10,Better price found elsewhere,33.37,Completed
R0002634,O0028460,S0039,2025-04-18,Damaged on arrival,104.95,Completed
R0001974,O0022306,S0030,2025-12-24,Quality below expectation,66.86,Completed
R0000047,O0000880,S0002,2025-04-17,Missing parts/accessories,28.08,Completed
R0001057,O0012863,S0019,2024-01-22,Changed my mind,22.27,Completed
R0003793,O0038431,S0054,2024-06-09,Damaged on arrival,42.17,Completed
R0001203,O0014767,S0021,2025-03-18,Damaged on arrival,29.08,Rejected
R0002910,O0030134,S0042,2025-03-25,Counterfeit suspected,42.09,Pending
R0001127,O0013624,S0019,2025-07-28,Late delivery,32.65,Rejected
R0003943,O0038987,S0054,2025-07-21,Damaged on arrival,67.18,Completed
R0003352,O0034751,S0049,2024-07-18,Unknown,43.02,Completed
R0001560,O0017928,S0025,2025-05-03,Wrong item shipped,23.25,Completed
R0001111,O0013315,S0019,2024-12-21,Changed my mind,20.13,Complete
R0004071,O0040392,S0057,2024-08-09,Unknown,75.05,Completed
R0004093,O0040591,S0057,2025-04-11,Counterfeit suspected,34.24,Completed
R0003677,O0036477,S0051,2025-03-01,Item not as described,41.15,Complete
R0004102,O0040631,S0057,2025-04-08,Counterfeit suspected,90.67,Completed
R0003187,O0032902,S0046,2024-11-12,Size/fit issue,27.18,Complete
R0003877,O0038718,S0054,2024-12-09,Item not as described,33.99,Completed
R0004323,O0042249,S0059,2025-03-07,Late delivery,30.32,Completed
R0000209,O0002465,S0004,2025-08-10,Better price found elsewhere,63.72,Completed
R0000533,O0005880,S0010,2024-08-15,Unknown,39.59,Completed
R0000548,O0005980,S0010,2024-10-04,Missing parts/accessories,26.58,Complete
R0000101,O0001451,S0003,2024-11-10,Quality below expectation,44.4,Completed
R0000783,O0009139,S0014,2024-08-17,Damaged on arrival,38.53,Completed
R0001398,O0016752,S0023,2025-09-15,Changed my mind,11.6,Complete
R0002037,O0023129,S0032,2024-10-11,Damaged on arrival,52.37,Completed
R0001394,O0016728,S0023,2025-08-21,Damaged on arrival,42.45,Completed
R0002452,O0026923,S0037,2024-02-13,Better price found elsewhere,27.21,Completed
R0000597,O0006330,S0010,2025-07-23,Item not as described,25.28,Completed
R0003760,O0038265,S0054,2024-01-21,Missing parts/accessories,59.85,Completed
R0001425,O0016868,S0023,2025-12-26,Better price found elsewhere,19.73,Completed
R0004068,O0040383,S0057,2024-08-23,Changed my mind,64.97,Completed
R0002484,O0027092,S0037,2024-09-09,Late delivery,38.61,Completed
R0003724,O0037575,S0052,2025-06-20,Unknown,89.68,Completed
R0002383,O0026027,S0036,2024-04-04,Better price found elsewhere,42.65,Complete
R0003336,O0034685,S0049,2024-05-24,Damaged on arrival,13.7,Completed
R0001104,O0013243,S0019,2024-10-25,Better price found elsewhere,39.53,Completed
